2024-06-27 20:06:54,28.52,75.02,1013.59
2024-06-27 20:07:04,28.45,75.01,1013.61
2024-06-27 20:07:14,28.51,75.02,1013.6
2024-06-27 20:07:24,28.6,75.02,1013.62
2024-06-27 20:07:34,28.72,75.03,1013.58
2024-06-27 20:07:44,28.71,75.03,1013.57
2024-06-27 20:07:54,28.72,75.03,1013.59
2024-06-27 20:08:04,28.75,75.04,1013.57
2024-06-27 20:08:14,28.67,75.03,1013.57
2024-06-27 20:08:24,28.57,75.02,1013.61
2024-06-27 20:08:34,28.57,75.02,1013.62
2024-06-27 20:08:44,28.62,75.02,1013.6
2024-06-27 20:08:54,28.54,75.02,1013.62
2024-06-27 20:09:04,28.49,75.01,1013.61
2024-06-27 20:09:14,28.58,75.02,1013.64
2024-06-27 20:09:24,28.61,75.02,1013.64
2024-06-27 20:09:34,28.55,75.02,1013.63
2024-06-27 20:09:44,28.55,75.02,1013.62
2024-06-27 20:09:54,28.59,75.02,1013.62
2024-06-27 20:10:04,28.62,75.02,1013.64
2024-06-27 20:10:14,28.55,75.02,1013.64
2024-06-27 20:10:24,28.55,75.02,1013.65
2024-06-27 20:10:34,28.6,75.02,1013.62
2024-06-27 20:10:45,28.58,75.02,1013.63
2024-06-27 20:10:55,28.58,75.02,1013.63
2024-06-27 20:11:05,28.64,75.03,1013.61
2024-06-27 20:11:15,28.65,75.03,1013.6
2024-06-27 20:11:25,28.66,75.03,1013.58
2024-06-27 20:11:35,28.52,75.02,1013.64
2024-06-27 20:11:45,28.53,75.02,1013.62
2024-06-27 20:11:55,28.59,75.02,1013.66
2024-06-27 20:12:05,28.56,75.02,1013.62
2024-06-27 20:12:15,28.46,75.01,1013.63
2024-06-27 20:12:25,28.41,75.01,1013.63
2024-06-27 20:12:35,28.42,75.01,1013.63
2024-06-27 20:12:45,28.39,75.01,1013.64
2024-06-27 20:12:55,28.4,75.01,1013.64
2024-06-27 20:13:05,28.45,75.01,1013.64
2024-06-27 20:13:15,28.52,75.02,1013.62
2024-06-27 20:13:25,28.53,75.02,1013.63
2024-06-27 20:13:35,28.57,75.02,1013.64
2024-06-27 20:13:45,28.51,75.02,1013.67
2024-06-27 20:13:55,28.52,75.02,1013.66
2024-06-27 20:14:05,28.43,75.01,1013.65
2024-06-27 20:14:15,28.41,75.01,1013.65
2024-06-27 20:14:25,28.42,75.01,1013.65
2024-06-27 20:14:35,28.44,75.01,1013.61
2024-06-27 20:14:45,28.4,75.01,1013.65
2024-06-27 20:14:55,28.39,75.01,1013.65
2024-06-27 20:15:05,28.44,75.01,1013.66
2024-06-27 20:15:15,28.58,75.02,1013.66
2024-06-27 20:15:25,28.58,75.02,1013.7
2024-06-27 20:15:35,28.62,75.02,1013.68
2024-06-27 20:15:45,28.61,75.02,1013.67
2024-06-27 20:15:55,28.48,75.01,1013.68
2024-06-27 20:16:05,28.45,75.01,1013.68
2024-06-27 20:16:15,28.45,75.01,1013.69
2024-06-27 20:16:25,28.53,75.02,1013.71
2024-06-27 20:16:35,28.5,75.02,1013.67
2024-06-27 20:16:45,28.56,75.02,1013.7
2024-06-27 20:16:55,28.58,75.02,1013.7
2024-06-27 20:17:05,28.54,75.02,1013.71
2024-06-27 20:17:15,28.5,75.02,1013.72
